CHROM	START	END	BRCA_METH	BRCA_DEPTH	CEAD_METH	CEAD_DEPTH	CESC_METH	CESC_DEPTH	COAD_METH	COAD_DEPTH	OV_METH	OV_DEPTH	READ_METH	READ_DEPTH	B cell_METH	B cell_DEPTH	CD4+ T-cell_METH	CD4+ T-cell_DEPTH	CD8+ T-cell_METH	CD8+ T-cell_DEPTH	Erythroblast_METH	Erythroblast_DEPTH	Monocyte_METH	Monocyte_DEPTH	Natural killer cell_METH	Natural killer cell_DEPTH	Neutrophil_METH	Neutrophil_DEPTH
chr14	102927780	102928375	844	1546	5	80	0	81	62	1022	31	191	21	405	114	1903	348	6753	226	3335	357	3168	27	3574	149	3662	66	11460
chr1	50333358	50333774	66	1423	33	92	60	88	141	480	40	209	5	390	116	2286	183	7481	119	3392	26	3744	56	3944	57	3307	151	11638
chr20	17628314	17628822	1259	1412	46	53	26	45	780	887	109	129	325	372	1100	1142	5561	5707	1349	1385	2186	2428	1746	1815	1671	1767	5984	6374
chr16	85642767	85643073	893	1029	29	30	26	34	237	367	101	124	208	338	914	989	3039	3135	1043	1135	1154	1359	1006	1506	219	1543	3593	4887
chr16	75003241	75003688	497	718	35	39	46	46	214	234	49	51	144	195	609	619	462	481	302	307	55	151	465	488	349	367	1581	1625
chr22	39441899	39442433	1167	1417	109	142	36	52	527	600	167	232	348	430	717	1707	1640	1727	1040	1108	885	959	1188	1261	1135	1197	4332	4596
chr1	35888430	35888732	1136	1251	91	100	50	50	281	321	136	149	128	295	729	754	1674	1728	747	766	561	630	955	1016	855	889	3185	3414
chr5	149850144	149850792	1882	2234	55	59	61	75	718	842	127	153	87	531	1723	1794	3300	3435	2156	2242	1539	1681	2036	2099	2047	2186	7938	8385
chr17	82637438	82638095	976	1182	61	66	85	95	245	486	149	168	327	369	1089	1143	1487	1523	583	599	582	617	1008	1030	685	726	2610	2703
chr16	19203216	19204641	1583	2903	127	154	15	89	712	1098	172	237	363	680	2436	2863	7300	8014	2021	2245	2879	3542	2729	3023	2267	2585	8563	9648
chr7	17942281	17942750	569	1293	94	101	114	116	227	243	100	108	220	246	401	408	996	1020	303	317	421	442	377	404	341	354	1362	1437
chr22	45536721	45536998	495	592	22	38	2	21	233	252	59	88	148	203	697	738	1445	1501	686	729	601	653	665	701	709	754	2587	2701
chr13	21192161	21192665	1623	1837	92	100	95	115	592	672	117	173	420	522	2066	2132	2458	2552	1485	1572	1030	1128	1514	1570	1544	1633	5052	5366
chr16	2274181	2275684	3144	3925	127	155	143	173	1119	1356	225	294	339	960	2786	3201	4870	5102	3000	3163	2450	2769	3360	3654	2972	3212	11726	12917
chr18	62385126	62385611	749	898	36	42	44	47	367	391	41	85	110	132	773	833	1612	1661	686	743	756	806	931	999	845	934	2971	3218
chr13	40266290	40267513	2158	2656	163	174	212	242	617	807	237	257	215	617	1697	1788	1611	1639	987	1025	558	697	1303	1364	1036	1108	4428	4635
chr1	225654319	225654660	900	1296	62	86	42	98	196	257	91	160	34	315	428	530	425	444	372	396	257	313	348	455	368	412	1299	1533
chr3	193734832	193735184	342	904	33	37	36	36	351	392	36	47	214	242	1058	1074	2718	2769	1245	1282	1093	1181	1336	1386	1299	1374	5062	5262
chr2	101117310	101117668	344	864	57	70	53	61	194	252	65	82	230	256	784	828	774	805	434	460	345	381	428	501	398	442	1542	1717
chr20	47869368	47869771	1017	1411	65	77	56	67	219	341	82	98	79	330	515	653	500	558	616	685	188	255	667	721	476	598	2283	2646
chr21	46129805	46130760	1295	1830	37	41	32	42	525	730	114	137	104	307	1939	2170	6554	6922	2529	2706	2715	3104	2959	3196	2724	2973	10216	10924
chr10	124070578	124070862	636	747	31	32	26	33	181	228	53	62	80	186	636	696	1384	1457	807	871	554	684	934	967	816	933	3594	3783
chr1	24664291	24665323	1677	2052	112	119	81	104	539	645	180	205	228	449	1423	1476	1347	1412	851	910	679	723	1181	1209	886	925	3765	3918
chr10	7332578	7333479	990	1099	51	63	85	94	265	335	107	116	47	151	1065	1103	714	737	607	624	376	440	809	845	547	590	2331	2498
chr3	44395965	44396457	1372	1447	44	54	81	95	410	434	34	90	326	351	811	832	1554	1589	976	997	776	863	949	973	856	887	3594	3745
chr7	29046151	29046747	765	1693	105	113	92	97	299	412	197	221	356	456	1399	1477	2353	2427	1035	1080	984	1052	1134	1156	1170	1239	4130	4282
chr22	19662070	19662639	1259	1579	156	186	63	90	675	838	241	263	299	444	1580	1706	4109	4299	1485	1625	1694	1921	1875	1945	1742	1892	6135	6520
chr16	2769280	2769784	1161	1425	42	70	4	49	301	513	80	118	316	427	965	1074	3510	3691	981	1015	1721	1890	1316	1380	1098	1178	4107	4373
chr2	207802267	207802535	457	599	44	62	33	39	124	189	81	95	34	178	633	665	384	400	348	376	219	246	451	488	373	402	1392	1654
chr9	104962279	104962550	999	1200	46	55	57	86	295	338	76	81	82	342	774	928	685	705	555	586	346	404	786	803	511	549	2569	2680
chr19	7460436	7461466	2029	2466	159	174	67	104	889	973	129	165	624	681	1898	1977	3018	3138	1853	1937	1415	1527	2023	2083	1905	1973	7515	7836
chr7	140229840	140230466	1091	2403	7	114	2	100	17	929	2	236	8	819	22	2099	6	3083	3	1528	81	1646	38	2846	20	1697	96	7012
chr17	49296992	49297657	1497	1847	64	81	85	89	173	277	95	108	65	243	580	655	375	389	334	361	186	221	376	454	383	407	1102	1271
chr13	24747497	24748075	79	3600	36	132	45	111	843	1288	48	305	109	933	98	4533	196	19001	80	6816	14	8526	28	7355	57	7933	101	26102
chr2	169479415	169479910	5	3405	34	127	38	51	18	1771	13	289	2	1299	56	5332	62	15511	10	6793	56	8798	10	7249	8	7041	23	25393
chr19	19145018	19145876	2397	2978	157	190	119	133	1092	1336	298	331	776	1003	2230	2428	6632	7147	2661	2877	3058	3634	3368	3647	2787	3001	10641	11883
chr13	45075414	45075730	810	924	28	30	61	65	134	202	50	57	82	320	588	617	253	264	327	346	153	178	351	362	328	348	1385	1456
chr2	171324299	171324685	796	924	37	46	56	71	214	262	111	124	249	277	38	610	286	316	328	348	197	224	378	424	370	393	1529	1584
chr19	3220737	3221159	878	1111	57	79	23	50	426	495	59	103	161	299	1022	1226	2635	2849	1007	1156	1058	1209	1132	1241	1066	1214	3912	4325
chr12	49089896	49090341	515	2870	27	154	8	82	1341	1909	31	321	23	329	40	4002	99	27036	16	7778	33	14637	18	7901	9	8795	43	29646
chr3	14729348	14730421	2356	2606	183	195	142	150	567	695	244	259	458	721	1951	2063	3306	3442	1354	1445	1521	1784	1724	1789	1376	1519	5634	5970
chr2	70140262	70140598	511	1468	87	94	51	53	387	476	93	119	384	458	1116	1157	1674	1784	1043	1109	1528	1595	1186	1433	1201	1255	4254	5248
chr7	90596559	90597025	7	2311	0	119	0	90	225	314	2	271	190	842	12	2175	37	6611	25	2857	26	2142	4	3525	23	2861	9	10264
chr1	108643079	108643335	900	1139	38	40	40	41	265	400	66	75	246	346	729	853	310	352	226	311	145	177	355	525	214	282	71	1316
chr20	10432897	10433253	1629	1999	118	125	89	95	338	563	88	121	75	334	1413	1509	2728	2971	853	917	1504	1709	1180	1345	1156	1320	4782	5412
chr13	105969903	105970306	924	1295	51	70	12	66	156	254	76	112	254	372	793	979	895	944	436	515	359	431	740	843	435	543	1877	2282
chr19	2623540	2624080	1322	1522	55	79	52	57	589	687	112	142	394	476	292	1542	4123	4286	1533	1590	1940	2164	2034	2107	1531	1601	6197	6654
chr5	157144149	157144758	2068	2379	145	153	98	101	615	745	212	237	278	518	1527	1591	2895	3024	1243	1308	1722	1812	1433	1517	1486	1581	6008	6353
chr8	11388953	11389370	451	616	87	97	39	41	130	228	84	104	12	92	483	561	665	715	542	612	508	642	967	1078	218	253	1572	1823
chr16	11376565	11377116	1095	1264	68	71	81	91	286	315	102	115	250	318	695	729	575	615	515	537	292	348	465	521	444	465	751	1750
chr7	70669724	70670595	2300	2766	252	266	135	149	502	680	214	234	627	714	1509	1626	1676	2388	745	1407	816	1026	1744	1904	318	1381	5358	5983
chr2	241304813	241305863	2217	2684	137	176	140	166	778	969	230	263	672	841	1709	2855	3661	4113	1475	1864	2119	2330	2596	2769	643	2093	8761	9419
chr2	30736955	30737548	927	1142	34	52	18	53	196	305	89	115	200	260	986	1235	3536	3761	1121	1254	1219	1600	1647	1825	1227	1391	4983	5458
chr2	19859406	19860641	2737	3153	162	175	12	107	903	1101	189	217	551	769	2187	2443	4856	5123	1814	1962	1934	2302	2403	2633	1858	2069	7900	9187
chr19	38810964	38811813	1746	1884	75	94	59	68	545	614	101	118	253	715	1441	1518	2125	2203	1203	1245	972	1058	1476	1523	1200	1269	4877	5102
chr9	114429612	114430046	1011	1207	47	60	56	60	324	429	88	104	99	291	714	815	2584	2815	915	1016	959	1199	1082	1220	938	1088	3464	3831
chr16	8490235	8490792	1009	2138	101	111	47	48	457	563	139	169	481	514	1251	1353	1527	1606	774	831	631	747	1040	1121	886	959	3363	3682
chr9	121663611	121664009	295	1093	46	51	36	48	286	370	55	64	215	281	614	812	1107	1261	584	685	380	505	737	843	513	606	2282	2635
chr18	70425431	70425917	444	988	70	79	57	72	268	285	91	109	181	201	668	732	686	724	341	351	242	279	605	632	386	421	1537	1657
chr1	228157861	228158159	4795	5767	269	333	187	228	3194	3652	269	420	1086	1198	3874	4052	27343	28884	4565	5011	15333	16756	6991	7454	5744	6358	23165	24940
chr12	108530086	108530338	1702	1831	115	118	73	76	489	536	112	120	319	362	817	850	2145	2237	694	757	1304	1395	1018	1101	824	861	1493	2694
chr19	36003395	36004017	780	878	39	45	12	19	353	388	72	77	261	300	911	945	1228	1282	562	582	695	761	832	865	639	662	2347	2495
chr3	123780161	123780665	1130	1235	42	48	43	53	184	281	138	153	126	389	999	1093	612	644	377	409	241	285	806	850	370	401	1890	2006
chr19	35361646	35361920	238	345	19	22	19	24	76	116	24	33	4	51	259	287	349	356	223	248	113	140	258	285	89	91	603	638
chr4	152087154	152087550	894	1096	61	90	76	90	122	317	68	100	53	271	680	767	1221	1235	511	522	474	521	689	717	510	550	2179	2263
chr19	6329963	6330318	1701	1967	70	92	50	68	648	866	120	131	327	563	1662	1811	3441	3615	1499	1581	1234	1436	1836	1943	1562	1672	5889	6248
chr1	54426440	54426822	1226	1397	67	74	45	74	359	404	106	113	292	347	1002	1074	632	671	371	384	332	375	568	581	448	469	1698	1765
chr15	41561566	41561977	590	665	30	34	43	45	329	380	46	83	131	155	787	865	2632	2723	914	952	1072	1194	1164	1199	1030	1075	3787	3956
chr19	16083843	16084201	1090	1193	84	91	103	112	505	554	95	135	397	438	1186	1251	2567	2644	1056	1150	1259	1416	1410	1456	594	1203	4683	4986
chr10	128214833	128215132	692	956	64	73	59	67	218	316	91	109	106	333	821	900	625	644	429	473	240	285	618	672	451	477	2176	2335
chr12	132700931	132701193	234	627	31	31	43	43	190	217	37	46	128	133	570	584	1175	1206	576	602	560	598	662	684	627	645	2404	2494
chr18	76379735	76380373	2679	2936	146	155	76	92	1401	1487	176	220	561	594	2327	2432	8343	8583	2946	3053	3474	3707	4285	4467	3383	3540	14229	14970
chr20	32760172	32760517	993	1241	58	71	19	57	259	358	104	113	421	527	1043	1108	829	864	477	509	437	473	828	857	462	498	2041	2170
chr9	124512982	124513309	876	1122	55	66	58	78	377	417	44	69	252	289	917	1091	1730	1869	780	867	81	673	946	1318	815	1105	2686	3981
chr1	204368022	204368350	818	2606	44	52	43	51	333	423	58	76	272	347	860	926	1521	1570	809	857	691	794	842	886	666	715	3191	3390
chr2	88107027	88108157	2032	2573	82	95	51	78	739	976	212	238	656	839	2044	2324	3801	3973	1982	2143	1468	1655	2748	2873	2292	2512	8553	9143
chr5	144531	144996	1026	1258	41	51	44	52	290	429	65	68	61	265	1007	1187	1723	1816	904	995	629	774	1551	1662	900	1012	3962	4289
chr11	46935799	46936281	1758	2010	119	130	115	143	559	678	187	220	176	536	1559	1625	2803	2928	916	961	1286	1403	1462	1532	1239	1321	4565	4893
chr1	42908032	42908539	677	771	42	43	53	58	196	256	73	79	40	164	670	688	658	669	381	403	332	364	581	610	374	406	1658	1722
chr6	2309316	2309742	941	1022	42	45	57	60	175	242	87	92	62	244	720	731	564	578	503	510	281	295	493	508	437	450	1759	1815
chr2	28997419	28998341	1904	2439	114	152	77	96	684	1016	189	219	193	503	1820	1952	6993	7381	2297	2432	2787	3307	2521	2681	2464	2631	9006	9588
chr13	37073980	37074459	1135	1531	62	83	55	70	317	469	90	106	165	391	807	888	984	1058	569	609	401	456	833	919	551	623	2580	2809
chr14	35343110	35343451	1811	2018	154	187	81	98	473	501	159	186	306	337	1675	1766	1667	1723	751	785	546	582	939	963	918	969	2973	3122
chr17	12986623	12987045	508	671	40	48	6	17	244	306	51	89	119	142	663	732	1545	1682	734	808	590	737	759	810	706	770	2685	2978
chr6	118533764	118535465	3220	3618	225	251	249	291	1040	1172	330	361	441	822	2700	2797	3143	3244	1927	1993	1509	1642	2260	2322	2109	2157	7870	8144
chr4	3498041	3498358	915	1071	15	44	23	23	306	504	74	82	66	268	972	1052	3956	4181	1195	1264	1535	1734	1419	1560	1325	1446	5148	5883
chr16	9763294	9764119	2120	3599	156	179	80	91	967	1210	231	255	563	778	2621	2860	5340	5637	2395	2577	2127	2513	3355	3649	2460	2709	10459	11297
chr18	58255386	58255984	2687	2862	162	171	207	215	1313	1402	305	335	458	499	3267	3326	11520	11832	3069	3173	5263	5439	4399	4527	2941	3077	14084	14765
chr1	116808134	116808847	1081	1509	61	105	35	146	282	527	138	155	187	364	850	1006	1405	1538	738	950	705	842	979	1150	718	967	3571	3909
chr19	46397375	46398336	1995	2736	110	141	57	138	718	1055	166	211	543	894	2559	3007	3556	3902	1877	2155	1653	2069	2895	3289	1938	2294	7732	8890
chr11	65071231	65071927	1149	1321	94	99	36	50	437	478	122	130	305	351	1132	1183	858	893	877	923	408	441	1024	1072	816	851	3266	3406
chr17	57762527	57763181	2184	3057	61	97	69	107	415	637	70	140	66	433	1422	1579	3188	3354	1113	1181	1240	1473	1727	1828	1255	1379	5068	5405
chr12	121976856	121977679	1905	2067	89	102	111	117	520	672	174	186	281	548	1547	1587	1550	1585	899	920	679	751	1216	1245	1015	1057	3636	3775
chr20	63999647	64000354	2151	2335	98	108	72	76	969	1007	99	201	991	1099	2066	2129	5687	5854	2510	2591	2649	2804	3062	3161	2737	2842	9821	10162
chr15	58828106	58828784	1384	1506	90	100	93	105	276	304	110	134	322	353	344	1216	831	849	540	563	410	425	609	665	593	629	2586	2692
chr16	85348980	85349307	1082	1484	101	112	98	100	271	661	70	128	84	440	1057	1098	3690	3804	1281	1352	1629	1742	1695	1740	1450	1534	5747	5986
chr14	104268995	104269811	2232	3238	163	174	76	113	1100	1267	169	240	391	448	2306	2562	7860	8415	3288	3554	3154	3696	3915	4305	3598	4055	14711	16025
chr5	101722421	101723134	2103	2528	89	106	109	135	429	562	130	197	122	521	1493	1749	3267	3487	1475	1591	1078	1335	1746	1892	1543	1690	6142	6759
chr6	5697929	5698265	715	785	37	43	40	51	146	179	90	111	124	134	370	399	430	441	156	162	187	211	68	224	172	176	745	792
chr16	89641023	89641436	96	1516	5	68	3	40	60	672	2	151	76	630	201	1681	471	3054	386	1553	1251	1811	333	2554	74	1911	1295	6778
chr1	96919482	96919764	1336	1944	130	163	118	162	381	549	74	156	231	394	1226	1315	1792	1907	639	701	722	820	862	921	815	872	3201	3506
chr1	203629505	203629947	1146	4783	31	141	2	103	684	1028	13	237	9	764	39	2137	62	7294	37	2923	72	3249	49	3788	22	3697	120	11154
chr15	23714089	23714373	1166	1560	77	87	61	68	767	896	153	186	113	357	1442	1619	2693	2893	1213	1302	944	1163	1641	1759	1302	1444	5089	5738
chr2	74219937	74220587	747	818	59	63	33	41	233	253	17	74	181	216	614	635	653	662	448	465	287	300	603	619	532	547	1873	1963
chr2	218420686	218421206	1116	1286	81	86	24	27	540	584	108	120	62	383	1070	1109	1534	1607	586	624	870	965	780	831	647	705	2289	2527
chr11	2270816	2271209	872	2365	0	70	2	40	36	1370	1	153	15	828	163	1979	278	8165	103	2983	50	4044	40	4874	50	3493	123	12077
chr10	98744265	98744524	825	1017	49	58	40	77	233	276	93	99	128	186	791	848	820	851	455	489	332	379	657	712	521	555	2156	2328
chr6	8074126	8074497	895	1241	54	54	66	82	252	302	45	134	165	215	606	653	892	919	549	596	332	390	809	857	628	680	2192	2531
chr8	144375187	144375577	990	1322	45	59	9	47	473	556	64	95	260	352	170	184	2506	2615	1257	1341	1563	1727	1431	1523	1427	1528	4657	5062
chr19	39527568	39528539	2003	2239	142	160	145	172	547	657	184	200	249	482	1892	1987	1148	1179	804	845	591	641	1238	1282	754	825	3250	3465
chr14	95090538	95090822	1378	1651	85	93	99	106	358	436	128	147	171	227	822	873	682	690	735	771	347	368	507	701	659	686	45	2839
chr3	42205410	42205873	227	559	38	38	47	49	130	141	52	53	134	154	413	424	191	194	220	224	90	90	284	296	188	193	806	840
chr17	17213768	17214510	1192	1499	118	128	59	69	547	633	136	161	288	349	1654	1783	2573	2675	1339	1420	1467	1543	1673	1770	1472	1580	5531	5940
chr11	130219342	130219827	1114	1243	66	71	55	56	664	789	113	133	234	375	1345	1405	2536	2624	1060	1105	997	1113	1318	1365	1054	1101	4423	4633
chr3	66456731	66457195	650	780	64	64	48	48	268	330	83	91	226	287	392	1045	1012	1412	506	1085	650	773	863	1105	34	1155	3346	3883
chr10	34574560	34575030	688	807	13	31	26	32	191	224	62	67	134	162	406	518	517	549	383	416	171	254	477	530	359	394	1607	1762
chr22	17230850	17231401	1209	1415	83	91	30	55	458	514	103	118	439	514	1473	1510	2267	2367	1032	1070	860	980	1003	1115	1170	1251	4084	4434
chr5	175686639	175687059	618	785	26	33	35	35	189	302	67	76	100	216	722	797	2255	2320	1046	1127	651	815	1046	1085	1107	1201	3935	4067
chr7	111191915	111192487	249	652	66	67	73	87	175	205	77	84	180	205	477	505	273	282	204	209	153	171	343	371	166	193	734	791
chr18	51032554	51033284	1948	2345	134	162	160	192	546	612	120	246	338	428	1397	1469	751	789	709	773	633	692	831	904	808	893	3183	3481
chr3	47318459	47318806	265	792	43	48	40	40	170	182	48	50	172	204	534	547	192	204	296	305	103	107	332	344	285	310	1271	1324
chr5	113197873	113198494	561	840	36	41	27	32	151	337	62	69	25	209	561	800	1112	1575	617	709	576	736	653	795	536	669	2121	2675
chr12	3964286	3964668	624	1168	37	49	57	66	215	326	125	139	71	284	728	1030	765	816	482	533	283	346	612	754	497	580	1803	2398
chr2	189413659	189414788	2791	3202	225	256	168	203	764	994	320	384	335	843	2560	2739	3175	3271	1387	1458	1499	1636	1955	2023	1721	1854	6694	7007
chr6	157560816	157561508	2175	2437	99	122	100	118	504	667	224	259	497	566	515	2141	2326	2400	1707	1755	992	1104	1850	1925	1879	1950	7336	7597
chr1	10742393	10742760	717	862	29	48	33	36	275	315	83	84	205	231	714	774	724	786	570	613	320	415	599	650	520	574	2175	2394
chr3	149713600	149715603	4126	4675	261	277	216	234	1624	2066	466	504	646	1272	4907	5241	14685	15146	5524	5825	5626	6398	7255	7603	6274	6678	22673	24036
chr22	20152950	20153297	403	544	23	34	6	25	185	250	31	48	101	146	401	523	908	1127	548	695	336	545	555	841	513	773	1741	2889
chr20	44678908	44679431	959	1109	69	77	58	63	199	210	94	103	162	291	1158	1188	644	662	482	502	351	550	625	652	338	360	2737	2929
chr12	22700752	22701135	2095	2306	95	113	93	105	584	631	117	322	354	420	1026	1056	3380	3492	1129	1174	1193	1281	1584	1625	1402	1501	4976	5206
chr4	147847595	147848304	805	1074	51	62	88	113	282	333	92	129	114	247	668	738	765	782	478	506	292	323	560	588	542	564	2036	2172
chr2	55329876	55330295	1505	1679	136	160	132	146	447	487	216	228	257	415	1348	1383	1444	1500	671	704	670	725	1009	1037	667	704	2754	2895
chr19	4360412	4361301	1187	1478	124	148	55	84	717	989	152	175	365	507	1571	1937	5184	5533	2035	2218	2722	2961	2668	3044	2270	2571	7524	9023
chr1	37656178	37656731	1077	1274	48	65	38	61	324	507	147	181	143	335	1174	1334	2386	2564	1347	1432	1048	1226	1441	1547	1230	1348	4901	5233
chr1	21241714	21242939	851	1573	80	82	61	61	499	572	126	151	363	425	1513	1568	2041	2102	1329	1347	987	1047	1776	1863	1453	1529	5749	6025
chr7	149792082	149792706	1380	1621	59	67	31	36	655	774	118	147	217	403	1663	1771	7182	7435	2277	2423	2970	3310	2716	2837	2515	2672	9149	9626
chr16	88808994	88809577	454	787	24	25	7	22	307	428	62	72	230	289	876	949	2679	2766	1023	1074	1634	1788	1185	1346	1233	1329	3650	4341
chr2	25184914	25185576	830	1308	66	73	17	65	304	378	100	111	235	310	899	935	851	886	716	774	411	472	762	800	698	733	2897	3044
chr12	113204994	113205305	603	653	29	30	24	27	156	171	19	80	177	198	530	550	445	463	359	378	223	253	371	466	387	412	1365	1496
chr3	39271427	39271945	829	1007	39	41	60	64	252	289	92	101	217	294	839	858	1466	1533	812	898	643	736	972	1009	222	802	3595	3759
chr21	37762646	37763223	1092	1366	54	74	26	48	371	478	77	101	180	233	1342	1565	3078	3485	1409	1646	1031	1338	1928	2163	1498	1834	6061	6894
chr11	133019760	133020210	535	1139	31	47	8	30	532	668	68	103	200	349	1127	1303	3073	3244	1317	1482	886	1163	1583	1736	1560	1752	5960	6603
chr9	135050008	135050654	1401	1759	89	115	104	126	604	852	137	174	141	360	1994	2191	7545	7933	2373	2511	2702	3182	2613	2822	2529	2702	9445	10061
chr11	96243798	96244333	1501	1967	88	125	163	196	414	600	247	280	146	575	1261	2038	1480	1634	904	996	1437	1513	1386	1566	1215	1357	5283	6208
chr4	56191693	56192191	1020	1216	72	72	27	54	328	368	90	103	250	276	898	941	784	819	611	638	378	412	782	816	517	545	2520	2634
chr8	24454362	24454671	735	895	33	57	35	52	160	432	73	96	91	111	1187	1281	1806	1882	657	708	662	765	937	962	718	740	2609	2812
chr13	99939479	99939778	1174	1378	58	68	36	65	451	506	62	77	313	388	846	945	2351	2463	1140	1234	717	885	1266	1353	1303	1431	4781	5073
chr9	132854175	132854667	1212	1391	85	89	86	103	422	610	91	104	65	301	1064	1159	2802	2940	1001	1057	1276	1481	1442	1530	1081	1156	4162	4538
chr1	151581882	151582350	253	956	18	18	27	27	126	137	38	54	123	144	371	389	940	963	311	338	385	437	466	475	364	415	1473	1531
chr5	64165628	64166191	303	4760	48	90	38	56	1287	2000	38	315	86	988	436	4921	702	30720	314	9285	73	15178	35	11077	128	10498	56	36897
chr3	50079628	50080032	691	1227	34	34	49	50	379	405	80	95	402	450	950	980	681	693	691	727	460	483	812	831	710	728	2559	2679
chr14	69457263	69457886	625	1304	57	72	48	63	377	449	122	140	212	258	1329	1400	1493	1545	971	1014	711	762	1049	1101	709	746	3218	3420
chr1	234968290	234968727	1329	1607	106	118	46	76	268	357	63	90	286	351	1011	1119	1220	1281	900	935	732	788	674	925	951	990	914	2568
chr3	134488707	134489149	1968	2154	71	80	158	188	632	729	205	236	514	609	1432	1532	2704	2791	1006	1075	1400	1456	1277	1378	1196	1296	2370	3866
chr10	86069572	86069956	552	944	57	67	18	26	247	347	79	96	73	278	916	1026	739	819	564	636	338	397	846	948	785	877	2592	2947
chr7	140329672	140330414	1986	2925	128	150	100	112	889	1087	121	184	212	717	1843	1973	5694	5862	2326	2400	2700	2909	2157	2463	2423	2561	8366	8973
chr17	44783905	44784206	918	1018	45	52	51	62	209	266	109	116	85	212	832	932	1173	1219	610	647	494	575	714	755	618	666	2725	2841
chr9	75572539	75572840	853	1088	63	66	59	80	258	285	66	75	77	238	542	586	1395	1452	420	442	556	645	441	521	378	425	1398	1788
chr14	105003409	105004639	5844	6436	303	319	210	290	1711	2014	492	536	764	1165	4455	4821	7372	7663	3710	3897	4071	4282	4407	4665	3858	4017	14764	16358
chr19	39549069	39549567	1070	1227	69	72	52	54	365	439	125	138	162	327	883	960	1708	1781	908	962	677	820	1104	1175	1016	1083	3668	3923
chr5	36694103	36695438	1694	1984	97	116	171	188	458	585	128	138	205	435	1441	1522	1735	1872	827	872	803	859	1135	1189	967	1052	3727	4033
chr4	152949942	152950386	681	782	54	59	68	69	277	356	90	99	89	290	880	997	981	1005	407	423	420	451	749	779	414	427	1506	1763
chr16	24821763	24822253	746	805	29	30	49	49	240	252	73	73	213	221	649	676	975	1008	516	580	409	440	761	780	109	536	2445	2531
chr1	151540960	151541254	38	1936	26	66	20	136	79	294	6	203	25	405	50	1038	84	629	33	410	23	418	4	784	13	469	20	1643
chr9	135113906	135114927	1466	1821	71	90	45	59	311	411	108	129	122	415	1336	1610	3914	4368	1693	1941	1325	1722	2132	2335	2012	2296	7676	8603
chr1	3212592	3213407	2095	2780	136	177	76	127	822	973	188	233	294	469	1689	1912	5765	6129	2197	2344	2172	2625	2976	3424	2431	2638	8193	9555
chr9	137719779	137720829	1915	2128	149	166	61	140	752	830	186	233	463	550	1960	2007	2845	2917	1523	1561	1399	1513	1905	1969	1566	1626	5305	5586
chr1	21923181	21923501	931	1252	70	86	58	73	425	569	57	131	278	393	971	1063	2544	2652	939	995	985	1061	1170	1255	1014	1116	3231	3399
chr2	8450584	8451139	631	704	36	42	21	53	149	159	59	66	163	175	580	627	606	630	463	485	281	317	579	608	496	509	1867	1915
chr20	59932535	59933065	1733	3063	133	231	30	179	1641	1746	233	347	1353	1463	3519	3651	12798	13399	3820	3997	5752	6273	4875	5107	4315	4604	17301	18224
chr16	911854	912484	2303	2498	103	116	46	61	1105	1217	154	163	757	832	1862	1967	6877	7133	2376	2447	2570	2836	3447	3606	3029	3173	10568	11092
chr4	140373392	140373714	1	2265	0	132	1	84	184	503	1	270	0	622	10	2677	17	6012	0	2384	13	3993	11	3295	2	2990	4	10511
chr2	241036272	241036826	355	1890	11	140	1	61	138	888	26	235	289	639	176	2046	715	3655	128	1635	57	1651	263	2724	150	1610	1342	7330
chr19	7822105	7822476	547	652	36	50	5	23	130	165	42	67	117	161	489	628	420	446	367	397	192	238	445	468	316	361	1431	1515
chr2	95089905	95090595	1619	1816	106	108	81	89	825	899	173	179	466	512	1574	1621	3583	3650	1291	1350	1398	1498	1589	1632	1539	1614	5886	6046
chr2	102726118	102726394	437	512	34	38	39	40	158	176	45	59	161	175	399	409	710	719	508	534	295	325	480	533	518	538	481	1780
chr11	117330258	117330523	938	1013	79	98	23	29	481	526	133	145	321	355	1021	1088	1637	1702	702	735	1082	1188	1062	1095	840	901	2942	3055
chr12	109729536	109730082	1197	1442	54	79	18	80	521	662	92	108	288	335	1438	1558	4118	4288	1486	1554	1660	1846	1697	1813	1636	1749	6133	6524
chr11	68338190	68339165	1326	1599	69	96	39	106	369	477	79	113	413	491	1352	1465	1545	1615	862	901	598	817	1276	1338	1138	1224	3855	4230
chr14	64446610	64446906	1344	1452	54	66	61	71	374	413	61	71	151	184	1158	1216	1102	1164	423	477	397	454	768	820	96	408	2528	2658
chr7	45227026	45227718	693	1174	44	58	34	56	221	396	71	114	61	400	771	1009	1401	1545	696	797	609	765	987	1105	731	862	2984	3332
chr19	41197119	41197574	838	1013	55	60	13	28	364	398	75	84	309	342	940	1013	761	798	511	545	365	431	726	739	530	586	2199	2336
chr18	46842499	46842846	359	1053	42	45	79	82	238	257	91	101	162	194	590	611	689	705	365	375	358	378	510	522	433	456	1478	1526
chr1	3690533	3690788	871	1048	46	62	9	60	503	545	105	116	223	263	1110	1130	3518	3648	1416	1491	1385	1544	1714	1780	1271	1337	5469	5683
chr10	124617585	124618005	919	1078	29	43	39	46	225	260	89	111	187	242	122	915	1458	1676	684	897	791	913	771	1242	420	921	3126	4308
chr15	74753496	74753828	597	777	37	43	40	43	133	192	63	80	84	203	667	807	541	564	345	383	246	296	490	511	375	413	1641	1774
